,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
9101,0,1,3.8,152,30,46,1153,1350,5004
9102,1,1,3.5,432,30,20,1152,800,2137
9103,1,1,3.8,584,30,20,1377,1200,5004
9104,0,1,3.8,176,30,20,1153,1350,5004
9105,1,0,3.9,823,42,20,556,550,5004
9106,1,0,3.0,61,0,13,330,650,808
9107,1,0,4.0,245,4,20,1192,750,5004
9108,1,0,4.0,201,42,13,404,800,5004
9109,1,0,3.8,117,0,20,1177,600,3553
9110,1,0,3.8,146,28,20,519,600,4728
9111,1,0,4.0,200,28,62,1083,400,5004
9112,1,1,4.4,1853,43,20,519,1100,5004
9113,1,1,4.2,2618,42,20,512,1300,5004
9114,0,0,3.7,93,30,20,1192,900,5004
9115,1,0,4.0,684,42,62,615,250,4226
9116,1,0,4.1,37,44,35,785,500,3249
9117,1,1,4.0,870,30,20,1292,900,5004
9118,1,0,4.1,1003,42,20,1384,700,5004
9119,1,0,3.7,117,28,62,1152,150,5004
9120,1,0,3.8,416,30,20,76,700,5004
9121,1,1,4.1,2345,30,20,1202,1500,5004
9122,1,0,3.3,97,46,62,1152,400,5004
9123,1,0,3.9,544,4,62,1567,300,5004
9124,1,1,4.0,633,1,20,1192,800,5004
9125,1,1,4.5,3464,42,20,1396,1300,5004
9126,1,1,3.9,484,42,20,1423,700,5004
9127,1,1,4.2,815,30,20,1192,900,5004
9128,1,1,4.2,2027,30,20,1412,1000,5004
9129,1,1,3.9,143,30,20,1089,1000,5004
9130,1,0,4.2,185,0,51,1205,300,5004
9131,1,0,4.4,384,44,62,1580,300,5004
9132,1,1,4.3,1245,30,20,1339,1000,5004
9133,1,0,3.9,162,28,29,1205,500,5004
9134,1,0,2.6,54,0,29,249,600,1089
9135,1,1,4.1,1028,3,20,1152,1000,5004
9136,1,0,3.8,283,30,20,281,800,5004
9137,0,0,3.7,246,28,20,284,450,5004
9138,1,1,3.8,562,28,20,1152,800,5004
9139,1,0,3.8,110,43,72,998,400,5004
9140,0,0,3.6,135,30,20,1075,600,5004
9141,1,0,3.1,140,0,20,1178,600,5004
9142,1,0,2.9,62,30,65,546,650,3842
9143,1,0,4.0,141,30,20,1273,550,5004
9144,0,0,4.3,359,28,20,1412,1200,5004
9145,1,0,4.0,219,4,13,453,600,4768
9146,0,1,4.2,1216,28,20,1486,1200,5004
9147,0,1,4.3,1079,28,21,49,800,5004
9148,0,0,3.9,205,0,20,281,550,5004
9149,0,1,4.1,468,28,20,1060,700,5004
9150,1,0,3.8,217,28,62,1152,450,1656
9151,0,0,3.7,203,28,20,1310,900,5004
9152,0,0,4.0,194,28,20,1551,500,5004
9153,0,0,3.5,52,1,62,1543,300,5004
9154,0,0,2.7,39,28,20,1205,500,5004
9155,0,0,2.9,39,28,72,855,500,5004
9156,0,0,3.1,53,75,29,854,450,5004
9157,1,0,3.7,115,0,20,563,550,4676
9158,1,0,3.8,254,0,20,519,550,1957
9159,0,0,3.3,67,3,20,1192,600,5004
9160,1,0,3.5,132,0,72,284,600,5004
9161,1,0,4.2,76,42,62,1513,450,5004
9162,1,1,4.0,347,28,20,1291,1000,5004
9163,1,0,3.7,46,0,20,1192,600,3750
9164,1,1,4.1,1080,30,20,1192,1000,2112
9165,1,1,3.7,1014,43,4,661,1300,3232
9166,0,0,3.8,47,42,13,453,600,5004
9167,1,0,3.7,47,0,30,947,200,5004
9168,1,0,3.7,67,0,62,1559,300,5004
9169,1,0,3.1,68,30,62,1136,550,5004
9170,1,1,4.3,1805,42,22,658,900,4493
9171,1,0,4.3,276,4,62,1543,100,2670
9172,1,0,4.1,323,44,13,340,700,5004
9173,1,0,4.1,184,30,62,1018,200,5004
9174,1,0,3.5,283,0,62,204,350,5004
9175,1,0,3.3,334,0,62,280,400,5004
9176,1,0,3.9,40,4,20,1276,600,2117
9177,1,0,3.6,43,28,20,581,600,5004
9178,1,1,3.7,36,30,20,584,650,1928
9179,1,1,4.1,1697,42,20,1192,1200,4546
9180,1,0,3.8,431,42,35,765,800,5004
9181,1,0,3.5,34,44,20,1355,650,5004
9182,0,1,4.2,1197,28,26,975,1200,5004
9183,0,0,3.0,98,1,4,1192,800,5004
9184,1,0,3.8,75,30,62,1042,300,714
9185,1,0,4.3,1899,42,30,765,400,5004
9186,1,0,3.9,128,42,30,952,200,3296
9187,1,0,4.1,957,28,20,1609,600,140
9188,0,1,4.1,1453,28,13,378,800,5004
9189,0,0,4.2,256,1,20,996,800,5004
9190,0,0,4.0,1048,1,62,976,450,5004
9191,0,0,4.2,251,28,30,952,200,5004
9192,0,0,3.1,97,28,20,515,650,5004
9193,0,0,3.8,69,3,14,348,700,5004
9194,0,0,3.8,39,1,62,1559,350,5004
9195,0,0,3.8,87,0,62,815,250,5004
9196,0,0,3.2,63,28,3,189,600,5004
9197,0,0,3.5,134,28,20,1192,650,5004
9198,0,0,3.7,44,28,30,179,200,5004
9199,0,0,3.7,65,1,62,871,300,5004
9200,0,0,2.8,127,0,62,866,300,5004
9201,0,0,3.8,149,4,62,871,150,5004
9202,0,0,2.3,176,28,20,1152,450,5004
9203,0,0,3.5,42,0,62,1283,400,5004
9204,0,0,3.1,53,0,20,1247,600,5004
9205,0,0,3.6,34,0,62,998,650,5004
9206,0,0,3.8,63,0,13,330,500,5004
9207,1,1,4.4,2496,3,57,1339,900,5004
9208,1,0,3.5,41,75,44,1471,400,3485
9209,1,0,4.0,152,42,12,217,350,5004
9210,1,0,3.8,110,30,20,1192,500,3272
9211,0,0,3.9,194,28,20,1585,400,5004
9212,0,0,3.8,59,1,20,1192,750,5004
9213,1,0,3.8,172,42,20,1419,400,4398
9214,0,1,4.2,657,30,16,411,800,5004
9215,0,0,4.5,208,30,30,952,400,5004
9216,1,0,3.9,74,30,20,127,800,3294
9217,0,0,4.3,142,30,70,1116,200,5004
9218,1,0,4.0,1782,30,62,1440,200,42
9219,0,0,4.4,369,30,30,947,200,5004
9220,1,0,4.4,827,30,30,952,400,4521
9221,1,0,4.3,661,30,30,179,500,1568
9222,0,0,4.1,227,30,13,499,800,5004
9223,0,0,4.2,245,30,30,173,400,5004
9224,0,0,4.2,822,30,9,212,250,5004
9225,1,0,4.4,360,30,30,771,400,1739
9226,0,0,4.2,128,30,29,767,400,5004
9227,1,0,4.0,150,30,30,955,400,290
9228,0,0,3.9,56,30,30,793,200,5004
9229,1,1,3.8,363,30,20,289,600,4797
9230,1,0,4.2,95,30,11,212,400,433
9231,1,0,3.8,151,30,30,771,350,618
9232,1,0,4.1,439,30,30,949,500,2613
9233,1,0,3.5,56,30,30,954,400,750
9234,1,0,3.7,47,30,66,842,400,1335
9235,1,0,4.0,253,30,30,771,300,3444
9236,1,0,3.9,211,30,11,776,400,3915
9237,1,0,4.1,193,30,30,787,300,5004
9238,1,0,4.1,210,30,32,212,150,5004
9239,1,0,4.0,129,30,30,765,300,5004
9240,0,0,4.1,201,30,62,1624,250,5004
9241,1,0,4.2,251,30,30,771,300,5004
9242,0,0,4.1,60,30,30,952,200,5004
9243,1,0,4.2,450,30,13,360,400,5004
9244,0,0,4.0,147,30,30,765,400,5004
9245,1,0,3.9,148,30,62,1117,400,5004
9246,1,0,3.9,84,30,69,1117,400,5004
9247,1,0,4.1,205,30,30,952,300,5004
9248,1,1,4.1,459,28,20,693,700,1668
9249,1,0,4.1,55,28,13,500,600,4443
9250,0,0,4.4,358,1,69,1112,150,5004
9251,1,1,4.2,239,28,22,347,600,767
9252,0,0,4.1,338,0,0,179,500,5004
9253,1,0,4.0,38,1,30,945,150,1800
9254,1,0,4.3,865,1,30,787,500,3252
9255,0,0,4.0,160,0,68,1636,150,5004
9256,1,0,3.8,51,28,29,179,500,1599
9257,1,0,4.2,171,28,13,359,600,3052
9258,1,0,4.0,41,3,41,440,400,611
9259,1,0,3.9,181,28,30,765,400,1575
9260,1,0,4.0,131,0,30,945,230,5004
9261,0,0,4.1,523,28,13,402,550,5004
9262,1,0,3.5,221,0,70,1115,400,5004
9263,1,0,3.9,48,28,69,1117,100,342
9264,1,0,3.9,153,28,41,425,400,1631
9265,1,0,3.8,145,1,13,531,700,3722
9266,1,0,4.0,204,0,14,348,500,5004
9267,0,0,4.0,321,28,30,771,500,5004
9268,0,0,3.8,69,3,14,348,700,5004
9269,0,0,3.9,41,0,3,193,200,5004
9270,1,0,3.9,102,3,30,952,400,352
9271,1,0,3.9,42,28,30,1117,250,2831
9272,0,0,3.2,63,28,3,189,600,5004
9273,1,0,3.6,34,28,30,952,300,1912
9274,1,0,3.7,47,0,30,947,200,5004
9275,0,0,3.7,44,28,30,179,200,5004
9276,0,0,2.9,231,28,30,791,800,5004
9277,1,0,4.1,91,28,0,179,500,5004
9278,1,0,3.9,70,1,30,844,400,497
9279,0,0,3.7,118,0,30,952,300,5004
9280,1,1,4.3,191,30,20,921,800,4234
9281,0,1,4.6,545,30,20,1257,1100,5004
9282,1,1,4.1,218,30,20,649,700,3752
9283,1,1,4.2,2031,30,20,1412,1000,5004
9284,1,0,4.5,4455,30,20,284,600,5004
9285,1,1,4.1,1889,30,20,1372,1200,5004
9286,0,1,4.1,2317,30,20,1192,950,5004
9287,1,1,4.3,1268,30,22,919,800,3985
9288,1,1,4.3,1257,30,20,1339,1000,5004
9289,1,1,4.1,2345,30,20,1202,1500,5004
9290,1,0,4.2,78,30,20,127,800,4413
9291,1,0,4.0,692,30,20,1385,650,1353
9292,0,0,4.2,734,30,62,1548,350,5004
9293,1,0,4.3,2020,30,20,236,800,2118
9294,1,1,4.1,1082,30,20,1192,1000,5004
9295,1,1,4.3,891,30,20,556,1700,5004
9296,1,0,3.7,420,30,20,76,700,5004
9297,1,1,4.1,672,30,21,49,1000,579
9298,0,0,4.2,714,30,13,330,500,5004
9299,1,1,4.1,976,30,54,1309,1500,3642
9300,1,0,4.1,803,30,13,435,400,2238
9301,1,0,4.4,4912,30,20,1398,750,2082
9302,0,0,4.0,339,30,20,1169,550,5004
9303,1,1,4.0,871,30,20,1292,900,5004
9304,0,0,4.0,927,30,20,42,600,5004
9305,1,0,4.1,620,30,20,286,750,4302
9306,1,1,4.1,446,30,60,690,1200,3829
9307,1,1,4.2,743,30,13,391,800,223
9308,0,0,4.1,227,30,13,499,800,5004
9309,0,1,4.2,117,30,13,377,800,5004
9310,1,0,4.0,469,30,20,1593,600,2684
9311,1,0,3.8,245,30,20,1085,650,565
9312,1,1,4.0,370,30,20,1661,1200,2939
9313,1,1,4.0,1065,30,21,983,1200,4257
9314,1,0,4.5,184,30,9,229,250,4200
9315,1,0,3.9,225,30,20,519,600,5004
9316,0,0,4.1,715,30,13,443,850,5004
9317,1,0,4.2,268,30,13,387,700,202
9318,1,1,3.4,215,30,57,534,1000,2191
9319,1,1,4.2,1919,30,13,421,800,4649
9320,1,0,4.6,256,30,13,357,400,5004
9321,0,1,3.9,371,30,20,1305,1000,5004
9322,1,1,4.2,815,30,20,1192,900,5004
9323,1,1,3.8,363,30,20,289,600,5004
9324,0,1,3.6,571,30,20,699,800,5004
9325,1,1,3.6,432,30,20,1152,800,5004
9326,1,1,4.1,176,30,20,1587,500,2641
9327,1,0,4.0,137,30,62,1567,350,4675
9328,1,1,4.0,553,30,20,987,900,3668
9329,1,0,3.7,159,30,20,249,700,1998
9330,1,0,4.0,310,30,13,386,750,3757
9331,0,0,3.8,85,30,62,1168,400,5004
9332,1,0,3.9,234,30,20,1003,800,871
9333,1,0,3.8,233,30,20,67,600,5004
9334,1,0,3.8,156,30,20,1593,450,5004
9335,0,0,3.9,118,30,20,1181,800,5004
9336,1,0,2.8,210,30,20,1595,400,4179
9337,1,0,3.9,145,30,20,1192,550,4342
9338,1,0,3.8,706,30,20,1470,750,4147
9339,0,1,3.7,152,30,46,1153,1350,5004
9340,0,0,3.6,336,30,20,1152,600,5004
9341,1,0,3.7,72,30,20,1205,450,2345
9342,1,0,3.5,80,30,20,71,750,224
9343,1,0,3.7,142,30,20,1550,750,5004
9344,0,1,3.8,234,30,20,1062,1000,5004
9345,0,0,3.8,46,30,13,330,400,5004
9346,1,0,3.7,582,30,20,1417,900,422
9347,1,0,3.9,212,30,20,917,500,1936
9348,1,0,3.9,91,30,13,437,300,4703
9349,1,0,4.0,142,30,20,1273,550,5004
9350,0,1,3.7,44,30,20,1225,550,5004
9351,1,0,3.7,133,30,20,605,700,3919
9352,0,0,3.6,135,30,20,1075,600,5004
9353,1,0,3.8,110,30,20,1192,500,5004
9354,1,0,4.1,450,30,13,360,400,5004
9355,0,0,4.1,53,30,62,1543,100,5004
9356,0,1,3.8,176,30,20,1153,1350,5004
9357,1,1,3.9,297,30,13,366,650,2719
9358,1,0,3.9,247,30,13,404,400,5004
9359,1,1,3.8,583,30,20,1377,1200,5004
9360,1,1,3.7,36,30,20,584,650,5004
9361,1,0,2.5,157,30,13,344,450,3648
9362,0,0,3.2,135,30,62,1585,300,5004
9363,1,0,3.4,197,30,20,595,800,1324
9364,0,0,3.7,93,30,20,1192,900,5004
9365,1,0,3.7,330,30,20,607,850,5004
9366,0,0,4.2,391,30,62,264,400,5004
9367,1,0,3.3,358,30,62,320,400,2600
9368,1,0,4.0,1784,30,62,1440,200,45
9369,0,0,4.4,1833,30,62,871,200,5004
9370,1,0,4.0,961,30,62,1352,500,2115
9371,0,0,3.9,79,30,41,1559,1200,5004
9372,1,0,4.1,171,30,62,254,400,5004
9373,1,0,3.9,53,30,62,1583,200,2652
9374,0,0,4.2,424,30,62,1543,100,5004
9375,1,0,3.9,339,30,62,1585,400,2825
9376,1,0,3.9,1075,30,62,321,600,4886
9377,1,0,3.7,466,30,62,1470,400,3111
9378,1,0,3.9,67,30,62,815,200,1449
9379,1,0,3.9,109,30,62,327,500,4843
9380,1,0,3.1,113,30,62,1503,600,857
9381,1,0,4.0,233,30,62,1557,400,5004
9382,0,0,3.9,65,30,62,1624,100,5004
9383,1,0,3.7,44,30,66,842,400,5004
9384,1,0,3.7,181,30,62,824,500,3341
9385,1,0,3.9,104,30,62,815,200,1741
9386,1,0,4.0,126,30,62,1585,400,78
9387,1,0,3.9,315,30,62,1635,300,4037
9388,1,0,3.4,70,30,62,254,400,5004
9389,0,0,3.8,38,30,62,1543,200,5004
9390,1,0,3.9,138,30,62,1643,400,3956
9391,0,0,3.8,266,30,62,1593,250,5004
9392,1,0,3.3,399,30,62,1192,300,3586
9393,1,0,3.9,100,30,62,1543,200,2655
9394,1,0,3.8,47,30,30,790,400,596
9395,0,0,3.8,39,30,62,1583,250,5004
9396,1,0,4.1,421,30,62,320,500,3719
9397,1,0,3.9,135,30,62,864,350,1830
9398,0,0,4.0,82,30,62,1543,200,5004
9399,1,0,3.7,97,30,62,1382,350,1537
9400,1,0,3.0,62,30,65,546,650,3842
9401,1,0,3.8,76,30,62,1042,300,713
9402,1,0,3.4,145,30,62,1472,600,3455
9403,1,0,3.2,58,30,62,1325,400,715
9404,1,0,3.1,68,30,62,1136,550,5004
9405,0,0,4.3,721,28,52,683,1500,5004
9406,0,1,4.9,6452,0,20,811,1600,5004
9407,0,1,4.8,3864,28,20,1321,1600,5004
9408,0,0,4.3,362,28,20,1412,1200,5004
9409,1,1,4.3,4325,28,52,623,1600,2323
9410,1,1,4.3,2230,28,60,10,1200,738
9411,0,1,4.3,1230,28,5,801,1500,5004
9412,0,1,4.5,800,3,20,961,1500,5004
9413,0,1,3.9,1791,28,4,897,1300,5004
9414,1,0,4.3,2447,28,20,1152,800,5004
9415,1,0,4.2,146,28,20,1371,600,561
9416,1,1,4.1,1551,28,20,163,1000,2461
9417,1,0,4.0,1992,28,20,292,800,4015
9418,1,1,3.9,0,28,20,668,800,3260
9419,1,1,4.1,591,28,21,686,1200,3012
9420,1,1,4.1,783,1,20,1382,800,5004
9421,1,0,4.0,960,28,20,1609,600,1952
9422,1,0,3.7,0,28,20,1152,1000,5004
9423,0,1,4.3,1083,28,21,49,800,5004
9424,0,1,4.2,1466,28,13,378,800,5004
9425,0,1,4.3,1038,4,20,766,1000,5004
9426,1,1,4.1,1542,0,20,1050,800,2361
9427,1,0,4.5,414,3,20,0,1000,3018
9428,1,1,4.2,361,1,20,149,800,1157
9429,0,1,4.1,1204,28,26,975,1200,5004
9430,1,1,4.1,1411,28,26,1292,1100,2142
9431,1,1,4.2,2130,1,20,1477,800,2229
9432,1,1,4.0,889,28,20,1152,900,5004
9433,0,0,3.9,206,0,20,258,600,5004
9434,1,1,3.8,768,28,20,1152,600,5004
9435,0,0,4.0,769,28,14,356,600,5004
9436,1,0,3.9,922,28,4,1262,1000,1437
9437,0,1,4.1,468,28,20,1060,700,5004
9438,1,0,4.1,592,28,20,556,700,5004
9439,1,1,4.1,2727,0,20,294,800,4333
9440,1,0,4.2,185,0,51,1205,300,5004
9441,1,1,4.0,791,28,20,694,1300,3078
9442,1,1,4.0,1017,28,58,880,1300,1784
9443,1,0,3.9,118,28,20,602,600,5004
9444,1,1,4.1,1028,3,20,1152,1000,5004
9445,1,0,4.0,509,28,19,458,1000,2440
9446,1,1,3.8,563,28,20,1152,800,5004
9447,1,1,4.2,240,28,22,347,600,5004
9448,1,1,4.1,294,28,20,934,500,3209
9449,1,0,4.1,465,0,13,342,500,5004
9450,1,1,4.3,4421,28,22,1464,600,2236
9451,1,0,3.7,115,0,20,1268,500,5004
9452,0,0,4.0,130,28,62,1585,300,5004
9453,1,0,3.9,324,3,20,1192,650,1783
9454,1,1,4.1,848,28,21,1542,1100,4791
9455,0,0,3.8,59,1,20,1192,750,5004
9456,1,0,4.1,564,4,62,1543,150,525
9457,1,0,3.9,200,28,62,1083,400,5004
9458,0,0,4.2,875,28,62,1543,300,5004
9459,0,0,2.7,100,28,20,515,650,5004
9460,1,0,3.8,666,28,20,199,650,298
9461,0,0,4.1,99,28,62,1108,400,5004
9462,1,0,3.6,52,28,62,309,300,4819
9463,1,0,3.8,91,1,13,330,650,1558
9464,0,0,4.0,139,0,62,1034,200,5004
9465,1,0,3.9,71,0,20,1161,1000,3707
9466,0,0,4.1,523,28,13,402,550,5004
9467,1,0,3.9,214,0,20,1236,600,4480
9468,1,0,4.1,382,0,62,83,250,4025
9469,0,0,4.0,1050,1,62,976,450,5004
9470,1,1,4.0,634,1,20,1192,800,5004
9471,1,1,3.9,1230,3,20,113,900,1229
9472,0,0,3.7,203,28,20,1310,900,5004
9473,1,0,3.6,221,0,70,1115,400,3673
9474,1,0,3.7,125,28,12,215,400,1487
9475,1,0,3.6,71,0,62,1244,350,1172
9476,0,1,4.0,166,28,20,1588,1000,5004
9477,0,0,4.0,99,28,20,602,850,5004
9478,1,0,4.2,200,0,62,1152,300,2770
9479,0,0,4.4,344,1,62,1543,100,5004
9480,0,0,3.5,73,1,62,819,500,5004
9481,0,0,4.0,194,28,20,1551,500,5004
9482,1,0,3.8,146,1,13,531,700,3721
9483,1,0,2.5,208,28,20,600,650,142
9484,1,0,3.9,893,1,20,1430,750,5004
9485,0,0,3.8,179,28,62,1362,400,5004
9486,0,0,3.3,97,28,21,1555,1100,5004
9487,1,0,4.0,115,0,62,589,400,150
9488,1,0,3.8,42,1,62,1585,300,2860
9489,1,0,3.7,513,4,13,456,600,3990
9490,1,0,3.8,76,4,62,1585,300,4479
9491,1,1,3.5,552,3,20,1232,600,4363
9492,0,0,3.7,246,28,20,284,450,5004
9493,1,0,3.8,217,28,62,1152,450,1856
9494,1,0,3.6,43,28,62,1192,500,4268
9495,0,0,4.0,160,0,68,1636,150,5004
9496,0,0,4.2,255,4,62,1543,150,5004
9497,0,0,3.8,69,3,14,349,700,5004
9498,1,0,3.7,520,28,20,1585,400,1660
9499,1,0,3.8,94,3,41,672,1100,2
9500,1,0,3.7,133,28,62,1173,250,3893
9501,1,0,3.7,171,28,62,860,200,4505
9502,1,0,3.8,146,28,20,519,600,5004
9503,1,0,3.9,547,4,20,1349,700,1442
9504,0,0,3.0,50,3,41,519,400,5004
9505,1,0,3.9,313,28,62,1186,500,1022
9506,0,0,4.1,150,28,62,858,400,5004
9507,0,0,2.9,84,0,20,1181,500,5004
9508,1,0,3.6,130,1,20,1087,600,5004
9509,1,0,3.8,616,0,13,470,600,3418
9510,1,0,3.3,395,44,62,1152,400,5004
9511,1,0,3.0,61,0,13,330,650,807
9512,1,0,3.5,42,0,13,399,600,3439
9513,1,0,4.2,289,3,62,6,400,3996
9514,0,0,3.5,177,28,20,1218,950,5004
9515,1,0,3.9,154,28,41,425,400,1631
9516,1,0,2.8,137,0,62,1447,300,244
9517,1,0,4.0,58,0,62,280,300,2373
9518,1,0,3.7,195,0,62,1152,400,5004
9519,1,0,3.1,177,0,62,201,500,2043
9520,1,0,2.7,73,0,20,563,600,4334
9521,1,0,3.0,140,0,20,1178,600,5004
9522,0,0,3.8,191,1,62,1543,300,5004
9523,1,0,3.9,85,28,62,1486,300,2878
9524,0,0,3.8,39,1,62,1559,350,5004
9525,0,0,3.5,134,28,20,1192,650,5004
9526,0,0,3.8,58,0,62,1543,300,5004
9527,0,0,3.9,41,0,3,193,200,5004
9528,1,0,3.8,358,0,62,1192,400,4042
9529,0,0,4.0,88,28,20,1231,500,5004
9530,0,0,3.8,87,0,62,815,250,5004
9531,1,0,3.0,57,28,20,602,650,1391
9532,1,0,4.0,40,4,20,1276,600,5004
9533,0,0,2.7,49,4,62,1593,600,5004
9534,1,0,3.4,41,75,44,1471,400,3485
9535,1,0,3.6,43,28,20,581,600,5004
9536,1,0,3.8,254,0,20,519,600,5004
9537,1,0,2.8,102,3,62,1192,350,4874
9538,0,0,4.1,379,28,62,1585,300,5004
9539,1,0,3.9,139,0,62,1323,300,4716
9540,1,0,3.7,117,28,62,1152,150,5004
9541,1,0,3.8,75,3,62,1447,200,57
9542,0,0,3.4,48,28,13,330,550,5004
9543,0,0,3.9,194,28,20,1585,400,5004
9544,0,0,2.3,176,28,20,1152,450,5004
9545,1,0,3.7,478,0,62,1231,450,4005
9546,1,0,2.9,42,0,62,1428,250,86
9547,1,0,3.9,92,28,62,1598,300,4115
9548,0,0,3.0,98,1,4,1192,800,5004
9549,0,0,2.7,39,28,20,1205,500,5004
9550,0,0,3.1,53,0,20,1247,600,5004
9551,0,0,3.6,65,1,62,871,300,5004
9552,0,0,2.9,231,28,30,791,800,5004
9553,1,0,3.8,185,0,62,856,400,1121
9554,1,0,3.7,51,3,62,1152,300,1224
9555,0,0,2.8,127,0,62,866,300,5004
9556,0,0,3.0,67,0,62,1585,300,5004
9557,0,0,3.4,52,1,62,1543,300,5004
9558,0,0,3.6,141,28,62,875,300,5004
9559,0,0,3.8,149,4,62,871,150,5004
9560,0,0,3.7,41,0,20,280,450,5004
9561,0,0,4.0,40,0,9,208,400,5004
9562,0,0,3.6,56,3,62,1583,400,5004
9563,0,0,3.4,25,28,62,1624,200,5004
9564,0,0,3.6,42,0,62,1283,400,5004
9565,0,0,3.6,34,0,62,998,650,5004
9566,0,0,3.7,112,0,20,548,500,5004
9567,1,0,2.7,85,28,13,494,500,3060
9568,0,0,3.8,89,28,62,857,400,5004
9569,0,0,3.8,63,0,13,330,500,5004
9570,0,0,3.1,54,28,62,1593,300,5004
9571,1,1,3.9,487,0,13,708,700,5004
9572,1,0,4.0,113,0,12,1648,250,3692
9573,1,0,3.0,260,0,62,1152,250,3477
9574,1,0,3.8,187,28,13,337,500,4201
9575,0,1,4.3,1248,30,21,1476,1000,5004
9576,0,1,3.9,1786,28,4,897,1300,5004
9577,1,1,4.1,592,28,21,686,1200,5004
9578,1,1,4.1,975,30,54,1309,1500,5004
9579,1,1,4.1,446,30,60,690,1200,5004
9580,0,1,3.8,152,30,46,1153,1350,5004
9581,0,1,3.8,234,30,20,1062,1000,5004
9582,0,0,4.3,697,28,52,683,1500,5004
9583,0,1,4.5,456,28,54,899,1500,5004
9584,1,1,4.4,2499,3,57,1339,900,5004
9585,1,1,4.3,4323,28,52,623,1600,5004
9586,1,1,4.2,2217,28,60,10,1200,5004
9587,0,1,4.4,1162,0,21,1365,1100,5004
9588,0,1,4.2,1197,28,26,975,1200,5004
9589,1,1,4.1,1407,28,26,1292,1100,5004
9590,0,1,4.0,725,28,60,888,1500,5004
9591,1,0,3.9,919,28,4,1262,1000,5004
9592,1,1,4.0,1017,28,58,880,1300,5004
9593,1,1,4.1,847,28,21,1542,1100,5004
9594,0,0,3.4,97,28,21,1555,1100,5004
9595,0,0,3.0,98,1,4,1192,800,5004
9596,0,1,4.6,538,30,20,1257,1100,5004
9597,0,1,4.7,3855,28,20,1321,1600,5004
9598,0,0,4.3,357,28,20,1412,1200,5004
9599,0,1,4.1,2461,28,20,1489,1000,5004
9600,0,1,4.1,1239,28,20,1419,800,5004
9601,1,1,4.1,1547,28,20,163,1000,5004
9602,1,1,3.8,763,28,20,1152,600,5004
9603,1,1,4.0,347,28,20,1291,1000,5004
9604,1,1,3.8,561,28,20,1152,800,5004
9605,0,0,3.7,203,28,20,1310,900,5004
9606,0,1,3.9,165,28,20,1588,1000,5004
9607,0,0,3.3,177,28,20,1218,950,5004
9608,1,1,4.4,2496,3,57,1339,900,5004
9609,1,1,4.2,1976,3,20,86,1000,5004
9610,0,1,4.9,6404,0,20,811,1600,5004
9611,1,1,4.3,1247,30,20,1339,1000,5004
9612,0,1,4.4,1154,0,21,1365,1100,5004
9613,1,1,3.8,362,30,20,289,600,5004
9614,1,1,3.8,584,30,20,1377,1200,5004
9615,0,1,3.8,176,30,20,1153,1350,5004
9616,0,1,4.1,1445,28,13,378,800,5004
9617,1,0,4.1,53,28,13,500,600,5004
9618,0,0,3.9,764,28,14,356,600,5004
9619,1,0,4.0,510,28,19,458,1000,5004
9620,0,0,4.0,129,28,13,381,600,5004
9621,1,0,4.2,170,28,13,359,600,3052
9622,0,0,4.2,386,28,13,425,700,5004
9623,1,1,3.9,728,28,13,414,800,5004
9624,0,0,4.1,522,28,13,402,550,5004
9625,1,0,4.1,206,28,65,364,650,5004
9626,1,1,4.4,4410,28,22,1464,600,5004
9627,1,0,3.7,132,28,13,502,400,5004
9628,1,1,4.2,239,28,22,347,600,4254
9629,1,0,3.8,46,28,13,316,450,4841
9630,0,0,3.4,48,28,13,434,550,5004
9631,1,0,3.7,127,28,13,465,700,5004
9632,1,0,3.9,153,28,41,425,400,5004
9633,1,0,2.7,85,28,13,494,500,5004
9634,1,0,3.8,187,28,13,337,500,5004
9635,1,0,4.0,41,3,41,440,400,5004
9636,0,0,3.9,124,3,13,444,500,5004
9637,1,0,3.9,50,3,13,330,600,1956
9638,1,1,4.3,1265,30,22,919,800,5004
9639,0,0,4.2,713,30,13,330,500,5004
9640,0,0,4.1,710,30,13,443,850,5004
9641,1,0,4.1,464,0,13,342,500,5004
9642,1,0,4.1,130,30,13,471,650,5004
9643,1,0,4.0,204,0,14,348,500,3941
9644,1,0,3.9,91,30,13,437,300,5004
9645,1,0,4.2,450,30,13,360,400,4210
9646,1,0,4.0,310,30,13,386,750,5004
9647,0,0,3.8,46,30,13,330,400,5004
9648,0,0,3.9,144,46,13,375,550,5004
9649,1,0,3.0,61,0,13,330,650,5004
9650,1,0,3.8,614,0,13,470,600,5004
9651,1,0,3.9,247,30,13,404,400,5004
9652,0,0,3.7,167,30,13,435,400,5004
9653,1,1,3.9,488,0,13,708,700,5004
9654,1,0,4.1,52,0,72,1514,250,5004
9655,1,0,4.2,785,0,62,1593,300,2668
9656,1,0,3.8,630,75,29,920,450,3053
9657,1,0,3.2,167,3,62,1503,600,5004
9658,1,0,3.8,256,0,20,280,800,5004
9659,1,0,3.9,247,0,62,200,400,155
9660,1,0,4.1,66,28,72,867,300,5004
9661,1,0,4.0,808,46,20,1205,500,4663
9662,1,0,3.4,150,0,62,1042,400,3886
9663,1,0,4.1,418,30,62,328,500,5004
9664,1,0,4.5,556,0,30,771,400,5004
9665,1,0,3.7,215,0,62,1041,200,5004
