,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
2908,0,1,4.0,196,49,47,1364,3000,5004
2909,0,1,3.8,73,73,4,721,1200,5004
2910,0,0,3.9,72,48,46,1617,2500,5004
2911,0,1,4.0,98,78,46,885,2400,5004
2912,0,1,3.8,108,78,4,1192,1400,5004
2913,0,0,4.1,259,49,21,661,1200,5004
2914,0,1,4.2,258,49,21,1657,1500,5004
2915,1,1,4.7,4657,15,59,1454,1300,5004
2916,0,1,4.0,323,15,46,1393,1300,5004
2917,1,0,3.9,77,44,30,952,800,5004
2918,1,0,4.1,323,44,13,340,700,5004
2919,1,0,4.0,152,42,12,217,350,5004
2920,1,0,4.0,100,44,30,173,150,5004
2921,1,0,3.9,110,42,30,946,200,5004
2922,0,0,3.9,43,42,9,222,200,5004
2923,0,0,3.8,286,45,33,782,500,5004
2924,0,0,3.7,73,43,70,1114,250,5004
2925,1,1,4.4,1110,12,21,206,1200,5004
2926,0,0,4.3,606,76,60,669,1300,5004
2927,0,1,4.1,1327,48,21,808,2100,5004
2928,1,1,4.3,3484,48,61,644,1700,5004
2929,0,1,4.3,595,27,21,147,2500,5004
2930,1,1,4.4,484,76,5,1120,1900,5004
2931,1,1,4.5,1394,12,21,556,1700,5004
2932,0,1,4.4,108,48,21,1221,1000,5004
2933,0,1,4.2,332,48,21,1371,1000,5004
2934,0,0,4.3,2240,12,5,883,1100,5004
2935,0,1,4.3,284,76,5,1100,1200,5004
2936,0,1,4.1,209,49,60,688,1000,5004
2937,1,1,4.2,2270,76,21,813,1400,5004
2938,0,0,4.2,1279,12,57,695,1100,5004
2939,1,1,4.3,500,48,21,556,1300,5004
2940,1,1,4.2,980,78,21,910,1000,5004
2941,1,1,4.0,932,12,21,21,1000,5004
2942,0,1,4.1,93,65,57,662,1000,5004
2943,0,1,3.9,680,12,21,1555,1200,5004
2944,0,1,4.2,538,49,26,1400,1500,5004
2945,0,1,4.1,270,65,38,1152,4000,5004
2946,1,1,4.1,765,78,21,28,1200,5004
2947,0,0,3.9,378,65,4,1231,1000,5004
2948,1,0,4.0,162,66,21,1152,1700,5004
2949,1,1,4.3,225,49,5,120,2000,5004
2950,0,0,4.2,38,66,4,895,2000,5004
2951,0,1,4.4,424,65,38,519,3500,5004
2952,0,0,4.1,1543,48,57,758,1200,5004
2953,1,1,4.0,188,74,21,1357,1300,5004
2954,0,1,4.4,183,48,21,1009,1800,5004
2955,1,0,4.2,121,48,21,1148,1000,5004
2956,0,1,4.1,335,49,21,1046,1800,5004
2957,0,1,3.9,747,12,57,884,1500,5004
2958,0,0,3.9,191,76,4,876,600,5004
2959,0,0,2.7,402,49,57,1192,1000,5004
2960,0,0,3.9,234,47,5,992,1000,5004
2961,0,0,3.1,120,48,21,1300,1200,5004
2962,0,0,3.7,293,65,57,1292,1000,5004
2963,0,1,4.0,196,49,47,1364,3000,5004
2964,0,1,3.8,73,73,4,721,1200,5004
2965,0,0,3.5,53,48,21,152,1800,5004
2966,0,1,3.8,108,78,4,1192,1400,5004
2967,0,0,4.1,259,49,21,661,1200,5004
2968,0,1,4.2,258,49,21,1657,1500,5004
2969,0,1,3.6,277,76,21,55,800,5004
2970,1,1,4.7,4657,15,59,1454,1300,5004
2971,1,1,4.3,840,9,22,1464,600,5004
2972,1,1,4.2,767,9,20,1162,700,5004
2973,1,1,3.8,818,9,21,1152,750,5004
2974,0,1,4.8,2882,84,20,811,1600,5004
2975,0,1,4.9,2745,84,20,151,1400,5004
2976,1,1,4.0,2807,84,21,1139,1100,5004
2977,0,1,4.1,460,84,21,1344,1000,5004
2978,0,0,4.1,450,84,20,1152,1800,5004
2979,1,1,4.7,1512,84,20,556,1700,5004
2980,0,1,4.0,345,53,21,136,1500,5004
2981,0,0,3.9,69,84,21,1437,1200,5004
2982,0,1,4.1,821,84,37,1156,2500,5004
2983,1,1,4.2,560,84,20,1361,1000,5004
2984,0,1,4.0,288,84,20,634,1500,5004
2985,0,1,3.8,137,84,37,1414,2000,5004
2986,0,1,3.5,185,84,20,1305,800,5004
2987,0,0,3.6,62,84,20,989,1500,5004
2988,0,0,3.9,75,84,38,876,2000,5004
2989,0,0,3.8,118,84,20,1317,1900,5004
2990,0,0,2.8,161,84,21,537,1200,5004
2991,0,1,3.0,83,84,20,1543,1200,5004
2992,1,0,2.6,118,53,21,1192,1200,5004
2993,0,0,2.9,51,84,20,1231,600,5004
2994,0,1,3.6,54,84,20,1275,1100,5004
2995,0,1,4.2,65,9,14,353,400,5004
2996,1,1,4.3,840,9,22,1464,600,2149
2997,1,0,4.2,819,9,13,504,300,268
2998,1,1,4.0,130,9,13,365,600,462
2999,1,1,3.2,501,9,13,357,500,4973
3000,0,0,4.0,72,9,13,330,500,5004
3001,1,0,4.0,293,9,62,364,650,305
3002,0,0,2.3,30,9,13,434,900,5004
3003,0,0,4.1,701,9,13,385,600,5004
3004,1,1,4.5,733,84,17,9,900,457
3005,1,1,4.3,330,84,22,1311,1400,1669
3006,1,0,3.4,54,25,13,372,1000,463
3007,1,0,4.1,142,84,13,330,700,1070
3008,1,0,3.1,175,84,35,777,600,683
3009,1,0,2.8,67,53,13,506,300,3117
3010,0,0,3.9,57,84,1,175,400,5004
3011,0,0,3.9,90,84,13,394,700,5004
3012,1,0,3.5,156,80,72,1052,400,2092
3013,1,0,3.8,599,53,29,1473,700,5004
3014,1,0,4.2,351,9,20,602,600,1299
3015,1,0,3.6,151,17,29,1000,450,5004
3016,1,0,3.8,798,53,29,1425,450,5004
3017,1,0,3.8,78,80,72,1514,250,3846
3018,1,0,2.8,295,53,29,1192,500,5004
3019,1,0,4.0,107,84,62,1205,400,5004
3020,1,0,3.6,193,25,29,280,400,5004
3021,1,1,4.2,767,9,20,1162,700,2483
3022,1,0,4.4,150,53,62,1234,300,4693
3023,1,0,3.5,69,9,20,1138,850,1284
3024,1,0,3.8,58,53,62,935,500,3906
3025,1,0,3.7,751,53,20,1206,500,2967
3026,1,0,3.6,97,53,13,330,650,780
3027,1,0,4.0,151,84,62,1371,600,5004
3028,1,0,3.6,297,84,62,664,400,4472
3029,1,0,3.6,162,53,29,1152,400,272
3030,1,0,3.3,405,84,29,1323,500,3496
3031,1,0,3.7,241,53,62,1403,400,4793
3032,1,0,4.3,200,25,72,1461,600,5004
3033,1,1,4.4,1777,53,20,556,800,3370
3034,1,0,4.2,218,9,69,1117,400,4175
3035,1,0,3.4,308,53,62,1192,300,1263
3036,1,0,3.0,208,53,62,1543,450,88
3037,1,0,3.5,338,53,20,93,1000,382
3038,1,1,3.5,151,53,20,1192,800,4377
3039,1,0,3.3,387,84,20,284,800,5004
3040,1,0,3.4,372,84,20,1205,500,5004
3041,1,0,3.0,394,9,62,320,500,1583
3042,1,0,3.9,84,53,62,938,300,5004
3043,1,0,3.7,52,84,29,1152,350,1055
3044,1,0,3.7,175,84,29,1292,500,238
3045,1,0,4.6,110,53,11,212,400,1609
3046,1,0,3.9,81,53,62,1205,400,5004
3047,1,0,2.6,158,53,62,1152,300,5004
3048,1,0,3.9,162,84,29,1029,300,2106
3049,1,0,2.6,329,53,20,943,700,5004
3050,1,0,4.0,306,53,62,1624,150,630
3051,1,0,3.1,152,53,20,197,600,1501
3052,1,0,4.2,78,84,72,1388,500,1872
3053,1,0,3.3,225,53,62,1329,250,261
3054,1,0,3.1,216,53,20,599,650,5004
3055,1,0,3.3,68,53,12,226,250,2288
3056,1,1,3.9,1117,84,20,112,750,3518
3057,1,0,3.0,458,9,62,1470,800,133
3058,1,0,4.1,502,53,30,771,500,2253
3059,1,0,4.0,167,53,30,796,350,3158
3060,1,0,4.0,171,84,0,179,500,1629
3061,0,0,4.1,1123,9,62,1435,500,5004
3062,0,1,4.2,65,9,14,353,400,5004
3063,1,0,2.4,125,84,20,1197,500,737
3064,1,0,3.3,184,53,62,823,350,460
3065,1,0,4.2,402,84,29,1152,400,3887
3066,1,1,4.3,330,84,22,1311,1400,1669
3067,1,0,3.7,487,53,20,276,700,2707
3068,1,0,3.5,108,53,62,1331,300,3812
3069,1,0,4.1,48,53,29,1109,600,1484
3070,1,0,3.2,835,84,29,920,450,2944
3071,1,0,4.2,3336,53,20,302,600,5004
3072,1,0,3.9,114,25,62,321,600,1398
3073,1,0,4.1,319,53,29,1192,300,3804
3074,1,0,4.5,224,53,62,528,300,4655
3075,0,0,3.4,230,9,20,514,550,5004
3076,1,0,3.7,486,25,62,1461,750,4187
3077,1,0,4.0,58,84,30,787,300,3175
3078,1,0,3.8,107,9,20,1158,800,5004
3079,1,0,3.2,789,9,62,104,400,1361
3080,1,0,4.0,239,53,62,1633,200,4955
3081,1,0,3.9,191,84,62,1192,300,5004
3082,1,0,4.0,176,25,29,1186,500,1003
3083,1,0,3.9,666,53,20,1602,450,2811
3084,1,0,3.1,158,9,62,1205,450,4872
3085,1,0,4.0,901,84,29,1152,400,1931
3086,1,0,4.2,334,53,68,1639,200,2507
3087,1,0,3.1,71,84,62,1152,400,4093
3088,1,1,3.9,1644,84,20,292,800,4550
3089,1,0,4.4,536,58,29,767,600,2059
3090,1,0,4.5,949,53,30,952,400,588
3091,1,0,4.1,284,53,30,787,300,2300
3092,0,0,2.6,140,9,20,1585,400,5004
3093,0,0,2.9,595,9,20,49,650,5004
3094,0,0,3.6,97,9,62,1192,450,5004
3095,1,0,4.3,501,84,30,952,400,5004
3096,1,0,3.8,178,84,62,1324,400,3515
3097,1,0,4.1,74,53,29,1461,750,2162
3098,1,0,3.8,63,53,13,364,650,303
3099,1,0,3.8,26,53,62,232,150,5004
3100,1,0,4.0,546,9,20,236,800,2809
3101,1,0,3.7,111,84,29,63,200,4749
3102,1,0,3.4,242,80,62,1152,300,3815
3103,0,0,2.4,229,9,20,1152,450,5004
3104,1,1,4.6,2750,53,22,1464,600,2221
3105,1,0,2.8,511,84,62,1192,350,3788
3106,1,0,2.8,246,25,41,320,400,660
3107,1,1,3.6,109,84,62,1152,300,3223
3108,1,0,4.0,180,9,66,318,550,35
3109,1,1,4.7,5746,53,56,719,1400,3288
3110,1,0,3.6,118,80,72,283,300,1984
3111,1,0,4.1,141,53,62,1152,300,5004
3112,1,1,4.5,2949,53,5,1307,1300,191
3113,1,0,4.1,219,80,45,1640,250,3652
3114,1,0,3.0,530,84,20,1032,500,3657
3115,0,0,2.9,115,9,20,1192,800,5004
3116,0,0,4.1,701,9,13,385,600,5004
3117,1,0,3.3,244,9,62,201,400,2414
3118,1,0,3.7,80,53,20,305,600,5004
3119,1,1,4.0,956,84,20,206,750,5004
3120,1,0,3.9,756,53,20,1177,1000,744
3121,1,1,3.9,328,9,20,100,600,2621
3122,1,1,4.6,586,84,20,0,1000,5004
3123,1,0,3.9,631,53,62,1447,300,3749
3124,1,0,3.7,141,53,9,212,300,2872
3125,1,0,2.9,142,25,72,1152,400,1646
3126,1,0,3.6,535,53,62,207,400,5004
3127,1,1,4.0,364,84,20,1049,700,2104
3128,1,0,4.0,108,84,20,48,700,5004
3129,1,0,4.1,926,84,20,1077,700,5004
3130,1,0,4.0,458,53,62,1447,400,5004
3131,1,0,3.9,167,84,29,233,650,1977
3132,1,1,4.1,1739,84,20,1013,1400,2457
3133,1,1,4.5,733,84,17,9,900,457
3134,1,0,3.9,175,84,62,1152,350,5004
3135,1,0,4.0,738,84,20,623,750,2005
3136,1,0,3.8,56,84,20,1065,900,1983
3137,1,0,3.6,202,84,62,563,400,5004
3138,1,1,4.0,903,53,20,44,750,1825
3139,1,1,4.0,1623,84,22,1620,900,2592
3140,1,0,3.1,226,53,20,1587,500,5004
3141,1,0,3.9,118,84,29,915,600,3487
3142,1,0,4.1,119,25,0,179,500,591
3143,1,0,3.9,279,53,20,264,750,4151
3144,1,1,3.9,225,53,20,1178,800,5004
3145,1,0,3.6,124,53,62,195,600,5004
3146,1,0,3.9,195,9,62,1176,300,3581
3147,1,1,3.5,261,9,60,721,1500,4625
3148,1,0,4.0,652,53,62,1670,450,4933
3149,1,0,3.8,424,84,20,259,800,5004
3150,1,0,4.3,559,84,13,468,550,5004
3151,1,0,3.5,94,84,41,80,500,4708
3152,1,0,3.4,226,84,62,1152,400,5004
3153,1,0,3.5,374,84,20,284,550,5004
3154,1,0,3.7,353,84,20,1177,700,5004
3155,1,0,4.1,295,53,20,1152,1000,5004
3156,1,0,3.8,99,84,62,1327,450,5004
3157,1,0,3.8,90,84,12,1648,250,4057
3158,1,0,4.7,231,84,20,1647,2000,822
3159,1,0,4.0,136,53,20,1575,1000,5004
3160,1,1,4.4,1151,53,60,1224,1200,5004
3161,1,0,3.8,197,9,62,83,300,2732
3162,1,0,3.7,61,84,29,37,600,5004
3163,1,1,4.0,130,9,13,365,600,462
3164,1,0,4.3,170,84,64,1336,400,2289
3165,1,0,4.0,717,53,20,937,800,745
3166,1,0,3.8,281,84,20,1371,700,313
3167,1,1,3.8,741,84,20,1152,900,5004
3168,1,1,4.3,176,53,20,87,1000,5004
3169,1,0,3.8,303,84,62,864,350,4366
3170,1,1,4.0,510,9,20,47,800,2175
3171,1,0,4.1,74,84,9,210,300,3758
3172,1,0,4.9,518,84,20,1152,2000,3257
3173,1,0,4.3,627,84,41,233,450,5004
3174,1,0,3.8,294,53,62,1455,350,5004
3175,1,0,3.7,188,9,62,1624,200,3001
3176,1,0,3.9,79,53,62,1152,250,55
3177,1,0,3.6,63,25,11,776,400,5004
3178,1,0,2.7,135,53,20,277,550,5004
3179,1,0,4.2,764,84,20,594,1100,5004
3180,1,0,4.1,191,84,12,218,250,3163
3181,1,1,3.9,539,84,60,878,1500,793
3182,1,0,3.9,1618,84,20,290,800,1275
3183,1,0,3.0,177,84,62,1181,400,2840
3184,1,1,4.2,794,84,1,177,600,4428
3185,1,1,4.2,263,84,20,120,1500,5004
3186,1,0,4.3,544,84,33,951,500,1557
3187,1,1,4.1,471,84,20,1486,800,5004
3188,1,1,4.3,1017,84,20,1005,1500,3849
3189,1,0,4.2,253,9,62,1543,200,878
3190,1,0,3.7,81,9,62,815,400,2553
3191,1,0,2.8,67,53,13,506,300,3117
3192,1,0,2.4,56,53,20,1192,600,985
3193,1,0,4.0,497,53,20,602,600,2590
3194,1,0,3.7,61,53,62,837,200,3593
3195,1,1,4.4,1216,53,21,1152,1100,2526
3196,1,0,4.0,388,53,20,48,500,5004
3197,1,0,3.7,204,53,41,1177,600,3624
3198,1,0,3.7,88,84,62,1192,300,1918
3199,0,0,4.2,2992,84,20,1152,800,5004
3200,0,1,2.7,442,53,20,1152,900,5004
3201,0,1,4.0,288,84,20,634,1500,5004
3202,0,1,3.5,185,84,20,1305,800,5004
3203,0,0,3.6,115,84,20,1192,600,5004
3204,0,0,3.8,35,53,21,79,1100,5004
3205,0,0,4.0,90,84,30,952,200,5004
3206,0,0,4.1,122,53,62,1152,200,5004
3207,0,0,3.4,46,84,62,1382,350,5004
3208,0,0,3.9,50,84,20,195,500,5004
3209,0,0,3.9,123,84,43,1108,400,5004
3210,0,0,3.2,167,84,20,1152,450,5004
3211,0,1,3.0,83,84,20,1543,1200,5004
3212,0,0,3.8,688,53,20,602,1000,5004
3213,0,0,3.7,198,84,20,1205,700,5004
3214,0,0,3.9,90,84,13,394,700,5004
3215,0,0,2.8,70,80,20,1516,650,5004
3216,0,0,2.1,342,53,62,280,500,5004
3217,0,0,3.3,47,53,62,1152,300,5004
3218,0,0,3.7,51,84,20,622,600,5004
3219,0,0,3.4,32,84,29,82,400,5004
3220,0,0,2.6,84,84,41,1152,400,5004
3221,0,0,3.8,78,53,62,1192,350,5004
3222,0,1,3.6,54,84,20,1275,1100,5004
3223,0,0,3.5,44,53,62,1171,400,5004
3224,1,0,3.9,84,84,62,1585,250,2402
3225,1,1,3.8,384,53,20,1588,800,5004
3226,1,0,2.8,1870,9,20,108,750,2821
3227,1,0,3.7,114,53,62,1205,400,2003
3228,1,0,2.8,43,53,3,173,450,5004
3229,1,0,3.8,373,53,62,1406,300,2328
3230,1,0,3.9,385,84,62,1403,300,2807
3231,1,0,3.0,148,9,20,56,600,3851
3232,1,0,3.6,195,53,20,73,650,742
3233,1,1,3.8,572,53,20,1179,600,725
3234,1,0,3.9,55,53,20,607,800,1305
3235,1,0,4.0,463,9,20,1152,700,3630
3236,1,0,3.6,106,9,62,1585,250,5004
3237,1,0,3.0,451,53,20,1352,500,2997
3238,1,0,3.4,54,25,13,372,1000,463
3239,1,0,3.6,92,9,62,1585,350,2015
3240,1,0,3.6,89,53,62,1350,700,991
3241,1,0,4.1,673,53,62,1640,200,249
3242,1,0,3.8,147,84,62,1323,400,4368
3243,1,0,3.7,205,53,62,1152,350,4402
3244,1,0,3.7,106,9,41,68,500,653
3245,1,0,3.8,97,9,20,1548,800,3932
3246,1,0,3.9,40,84,20,142,2000,881
3247,1,0,3.8,207,84,62,1035,350,2039
3248,1,0,3.1,111,84,62,1215,600,5004
3249,1,0,2.8,36,84,20,706,700,5004
3250,1,1,4.0,152,53,20,1401,800,4375
3251,1,0,3.6,49,9,62,824,300,4640
3252,1,0,3.1,61,53,29,519,550,5004
3253,1,0,3.8,49,84,30,945,400,4252
3254,1,0,3.8,241,84,20,82,550,3291
3255,1,0,2.8,31,84,20,1585,400,1251
3256,1,0,3.4,372,9,20,567,750,1897
3257,1,0,2.7,35,9,62,1152,150,247
3258,1,0,3.7,61,53,20,294,700,5004
3259,1,0,4.2,819,9,13,504,300,268
3260,1,0,3.9,147,84,62,1106,600,4542
3261,1,0,3.5,51,84,29,1543,600,1915
3262,1,0,3.7,25,84,62,1192,500,5004
3263,1,0,3.2,379,84,20,1373,1000,3371
3264,1,0,3.9,217,53,62,1152,250,4000
3265,1,0,4.2,175,53,20,1397,1000,4279
3266,1,1,3.8,818,84,22,1025,1100,3779
3267,1,0,3.8,47,53,62,1029,300,3884
3268,1,1,3.8,129,84,5,1314,1200,2640
3269,1,0,3.8,81,25,41,678,500,4832
3270,1,0,3.1,175,84,35,777,600,683
3271,1,0,3.8,117,84,62,864,450,228
3272,1,0,3.2,126,84,62,815,300,1793
3273,1,0,3.6,39,84,62,1447,400,2041
3274,1,0,3.5,178,53,20,1187,800,637
3275,1,0,3.9,97,53,12,215,400,3384
3276,1,0,4.0,141,84,20,1331,800,531
3277,1,0,3.6,43,84,29,622,500,4532
3278,1,0,3.4,86,84,62,1152,300,2803
3279,1,0,3.6,94,9,62,1192,300,4623
3280,1,0,4.0,121,80,20,1206,800,3532
3281,1,0,3.5,118,53,29,1412,200,2756
3282,1,0,3.8,60,84,20,1371,800,4294
3283,1,0,4.0,121,9,62,1478,900,4240
3284,1,0,3.4,51,53,20,1181,600,2566
3285,1,0,4.2,416,84,25,1152,1600,1835
3286,1,0,3.5,131,84,20,234,800,5004
3287,1,0,2.2,479,53,20,1192,650,4278
3288,1,1,3.8,818,9,21,1152,750,2957
3289,1,0,3.2,267,9,20,1034,500,2868
3290,1,1,3.7,690,9,20,596,750,4921
3291,1,0,3.6,55,53,20,589,750,1325
3292,1,0,2.9,84,25,20,1152,500,3474
3293,1,0,2.8,89,84,41,556,500,1304
3294,1,0,3.6,194,84,62,1382,350,4344
3295,1,1,3.9,568,84,47,661,1000,1092
3296,1,0,2.6,118,53,21,1192,1200,671
3297,1,0,3.3,218,9,20,1382,550,645
3298,1,0,2.9,38,84,34,946,200,4271
3299,1,1,3.9,663,53,20,1228,750,4788
3300,1,0,3.8,507,84,20,563,900,3565
3301,1,0,2.1,242,53,62,195,400,976
3302,1,0,3.7,214,84,41,1152,700,3874
3303,1,0,3.8,429,53,20,284,550,3353
3304,1,0,3.5,86,9,20,1183,500,2000
3305,1,0,3.3,80,84,41,1461,500,4114
3306,1,0,3.6,197,84,20,1194,700,5004
3307,1,0,3.4,83,53,62,913,200,5004
3308,1,0,3.9,62,84,62,1192,200,4866
3309,1,0,4.0,68,53,62,1152,250,4401
3310,1,0,4.0,34,53,20,1152,800,2616
3311,1,1,4.2,560,84,20,1361,1000,2802
3312,1,0,3.7,125,53,20,1152,600,5004
3313,1,1,4.2,2173,53,20,1371,1500,5004
3314,1,0,3.7,82,9,62,870,150,4054
3315,1,0,3.9,236,9,20,1420,750,1303
3316,1,0,4.1,515,53,62,1447,150,3472
3317,1,0,3.7,95,53,62,1269,500,3375
3318,1,0,4.0,44,9,62,841,450,1581
3319,1,0,3.8,155,53,62,1214,400,5004
3320,1,0,4.1,31,53,62,819,300,4387
3321,1,1,4.1,859,84,22,476,900,1878
3322,1,0,4.3,517,84,20,1029,1000,350
3323,1,0,3.6,198,53,41,556,500,5004
3324,1,1,3.7,1813,53,20,294,850,4719
3325,1,0,2.9,667,53,20,115,800,743
3326,1,0,3.1,95,53,62,1459,500,5004
3327,1,0,4.4,143,9,62,1493,250,3836
3328,1,0,4.1,120,9,30,787,400,3275
3329,1,0,3.0,382,53,20,519,1000,4963
3330,1,1,4.1,237,9,21,1295,1000,2446
3331,1,1,4.0,2807,84,21,1139,1100,1887
3332,1,0,4.1,142,84,13,330,700,1070
3333,1,1,4.7,1512,84,20,556,1700,4417
3334,1,0,3.7,41,53,72,120,400,5004
3335,1,0,4.1,180,25,2,179,300,1727
3336,1,1,4.3,840,9,22,1464,600,5004
3337,0,0,4.1,1123,9,62,1435,500,5004
3338,0,1,4.2,65,9,14,353,400,5004
3339,1,0,4.2,218,9,69,1117,400,4174
3340,1,0,4.0,544,9,0,173,450,2055
3341,1,0,4.1,120,9,30,787,400,3275
3342,1,0,4.0,180,9,66,318,550,36
3343,1,1,4.5,733,84,17,9,900,5004
3344,1,0,4.5,949,53,30,952,400,588
3345,1,0,4.1,284,53,30,787,300,2300
3346,0,0,4.1,395,84,20,905,1000,5004
3347,0,0,4.0,90,84,30,952,200,5004
3348,1,0,3.1,175,84,35,777,600,5004
3349,1,0,4.3,501,84,30,952,400,5004
3350,1,0,4.0,167,53,30,796,350,3158
3351,0,0,4.0,35,84,0,173,250,5004
3352,0,0,3.9,57,84,1,175,400,5004
3353,1,0,3.9,124,84,30,180,450,4512
3354,0,1,4.4,1700,9,60,686,1200,5004
3355,1,0,4.1,2143,9,20,1152,800,5004
3356,1,1,4.1,237,9,21,1295,1000,5004
3357,1,1,4.3,840,9,22,1464,600,5004
3358,1,1,4.2,767,9,20,1162,700,2482
3359,1,0,4.2,351,9,20,602,600,5004
3360,1,0,4.2,819,9,13,504,300,268
3361,1,0,2.8,1870,9,20,108,750,5004
3362,1,1,3.5,261,9,60,721,1500,4625
3363,1,1,4.0,130,9,13,365,600,5004
3364,1,1,3.9,328,9,20,100,600,5004
3365,1,0,3.8,97,9,20,1548,800,3931
3366,1,0,3.8,107,9,20,1158,800,5004
3367,1,1,4.0,510,9,20,47,800,5004
3368,1,0,4.0,463,9,20,1152,700,5004
3369,1,0,3.9,236,9,20,1420,750,1303
3370,1,1,3.8,818,9,21,1152,750,2957
3371,0,0,3.4,230,9,20,514,550,5004
3372,1,0,3.3,244,9,62,201,400,4879
3373,1,0,3.9,130,9,12,1648,250,4059
3374,1,0,3.2,267,9,20,1034,500,2868
3375,1,1,3.2,501,9,13,357,500,4973
3376,1,0,3.5,69,9,20,1138,850,1284
3377,0,0,4.0,72,9,13,330,500,5004
3378,1,0,3.0,148,9,20,56,600,3851
3379,0,0,2.6,140,9,20,1585,400,5004
3380,0,0,2.9,595,9,20,49,650,5004
3381,1,1,3.7,690,9,20,596,750,4921
3382,1,0,3.3,218,9,20,1382,550,645
3383,1,0,3.7,205,53,62,1152,350,5004
3384,1,0,3.5,86,9,20,1183,500,5004
3385,1,0,4.0,546,9,20,236,800,2810
3386,0,0,2.4,229,9,20,1152,450,5004
3387,0,0,3.6,199,9,20,284,500,5004
3388,0,0,2.3,30,9,13,434,900,5004
3389,1,0,3.4,372,9,20,567,750,1897
3390,0,0,2.9,115,9,20,1192,800,5004
3391,0,0,4.1,701,9,13,385,600,5004
3392,0,0,4.1,1123,9,62,1435,500,5004
3393,1,0,3.2,789,9,62,104,400,1360
3394,1,0,3.9,195,9,62,1176,300,5004
3395,1,0,4.0,544,9,0,173,450,5004
3396,1,0,4.0,777,9,62,1106,600,5004
3397,1,0,3.7,106,9,41,68,500,5004
3398,1,0,4.1,143,9,62,1152,200,5004
3399,1,0,4.0,121,9,62,1478,900,5004
3400,1,0,3.7,193,9,62,824,200,3151
3401,1,0,3.1,158,9,62,1205,450,5004
3402,1,0,3.1,420,9,62,320,450,5004
3403,1,0,3.7,188,9,62,1624,200,5004
3404,1,0,4.0,44,9,62,841,450,1581
3405,0,0,3.6,194,9,62,589,250,5004
3406,1,0,3.0,394,9,62,320,500,1583
3407,1,0,3.9,265,9,62,1585,400,5004
3408,1,0,3.6,92,9,62,1585,350,5004
3409,0,0,3.6,97,9,62,1192,450,5004
3410,1,0,3.3,229,9,62,1264,300,260
3411,1,0,4.0,180,9,66,318,550,36
3412,0,0,3.9,91,9,62,1419,350,5004
3413,0,0,3.7,69,9,62,1470,800,5004
3414,1,0,4.0,293,9,62,364,650,305
3415,1,0,2.7,35,9,62,1152,150,5004
3416,1,0,3.7,82,9,62,870,150,5004
3417,0,0,3.8,54,9,41,1152,500,5004
3418,1,0,3.6,106,9,62,1585,250,5004
3419,1,0,3.6,94,9,62,1192,300,4623
3420,1,0,3.6,49,9,62,824,300,5004
3421,0,1,4.7,6865,84,56,675,2400,5004
3422,0,0,4.6,5890,84,56,35,2500,5004
3423,0,1,4.8,2882,84,20,811,1600,5004
3424,0,1,4.9,2745,84,20,151,1400,5004
3425,0,0,4.6,463,84,20,1543,1700,5004
3426,1,1,4.0,2807,84,21,1139,1100,1888
3427,0,1,4.1,460,84,21,1344,1000,5004
3428,0,0,4.1,450,84,20,1152,1800,5004
3429,0,1,4.2,103,84,21,2,1300,5004
3430,1,1,4.7,1512,84,20,556,1700,4417
3431,0,0,4.2,2992,84,20,1152,800,5004
3432,1,0,4.0,268,84,20,937,800,5004
3433,1,0,3.9,1618,84,20,290,800,1275
3434,0,1,4.0,345,53,21,136,1500,5004
3435,1,1,4.1,471,84,20,1486,800,5004
3436,1,1,4.5,733,84,17,9,900,5004
3437,1,1,4.0,364,84,20,1049,700,2105
3438,0,0,3.9,69,84,21,1437,1200,5004
3439,0,1,4.1,821,84,37,1156,2500,5004
3440,1,0,4.0,388,53,20,48,500,5004
3441,1,0,4.0,499,84,20,602,850,4681
3442,1,0,3.8,56,84,20,1065,900,1983
3443,1,0,3.7,487,53,20,276,700,2706
3444,1,1,4.6,586,84,20,0,1000,5004
3445,1,1,3.7,1813,53,20,294,850,4720
3446,1,0,4.1,926,84,20,1077,700,5004
3447,0,0,3.9,140,53,5,1218,1500,5004
3448,1,0,4.3,517,84,20,1029,1000,5004
3449,1,1,4.3,330,84,22,1311,1400,1669
3450,0,0,4.1,1073,84,4,877,1450,5004
3451,1,1,4.1,1739,84,20,1013,1400,2457
3452,1,1,4.0,152,53,20,1401,800,4375
3453,0,1,4.3,263,84,37,1005,3000,5004
3454,1,0,4.0,108,84,20,48,700,5004
3455,1,1,4.2,560,84,20,1361,1000,5004
3456,1,0,3.5,338,53,20,93,1000,383
3457,1,0,4.3,627,84,41,233,450,5004
3458,1,0,3.9,756,53,20,1177,1000,744
3459,1,0,3.8,507,84,20,563,900,5004
3460,0,1,2.7,442,53,20,1152,900,5004
3461,0,1,4.0,288,84,20,634,1500,5004
3462,1,0,4.0,121,80,20,1206,800,5004
3463,0,1,3.8,137,84,37,1414,2000,5004
3464,1,0,3.9,279,53,20,264,750,5004
3465,1,0,2.7,596,53,20,1571,400,5004
3466,0,1,3.5,185,84,20,1305,800,5004
3467,1,0,4.1,219,80,45,1640,250,5004
3468,1,0,4.1,673,53,62,1640,200,5004
3469,1,1,3.5,151,53,20,1192,800,4377
3470,1,0,4.0,497,53,20,602,600,5004
3471,0,0,4.1,395,84,20,905,1000,5004
